Id,MSSubClass,MSZoning,Utilities,Neighborhood,BldgType,RoofMatl,Foundation,TotalBsmtSF,Heating,CentralAir,Electrical,1stFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Functional,GarageType,PavedDrive,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,SalePrice,StreetAlley,LandSlpContr,LotCondition,BsmtFinType,BsmtGrade,LotExterior,ExterGrade,GarageGrade,HouseAge,GarageAge,RemodAge,BsmtFinSF,TotalBsmtBath,LivRmsAbvGrd,WDOpnPorch,TSSnEncPorch,OverallGrade
441,20,RL,AllPub,NridgHt,1Fam,CompShg,PConc,3094,GasA,Y,SBrkr,2402,0,2402,2,0,2,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,555000,1.5,1.5,2.0,1.0,1.5,12.5,2.0,4.0,1,1.0,1,2306,1.0,7,72,170,7.5
442,90,RL,AllPub,Edwards,Duplex,CompShg,CBlock,1440,GasA,N,FuseF,1440,0,1440,2,0,4,2,Typ,missing,Y,missing,missing,0,WD,Normal,118000,1.5,1.5,2.0,2.5,3.0,12.5,3.5,5.0,53,28.0,53,133,0.0,2,0,0,4.0
443,50,RM,AllPub,BrkSide,1Fam,CompShg,PConc,1078,GasA,Y,SBrkr,1128,0,1573,2,0,3,1,Typ,Detchd,P,missing,missing,0,WD,Normal,162900,1.5,1.5,2.0,5.0,3.0,8.0,3.5,4.0,78,78.0,16,0,0.0,4,0,0,6.0
444,120,RL,AllPub,Blmngtn,TwnhsE,CompShg,PConc,1258,GasA,Y,SBrkr,1258,0,1258,2,0,2,1,Typ,Attchd,Y,missing,missing,0,New,Partial,172500,1.5,1.5,2.0,5.0,1.5,14.5,3.0,4.0,1,0.0,0,0,0.0,3,160,0,6.0
445,60,RL,AllPub,CollgCr,1Fam,CompShg,PConc,915,GasA,Y,SBrkr,933,0,1908,2,1,4,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,210000,1.5,1.5,2.0,3.5,2.5,12.5,2.0,4.0,14,14.0,13,642,1.0,3,277,0,6.0
446,20,RL,AllPub,Edwards,1Fam,CompShg,CBlock,1436,GasA,Y,SBrkr,1689,0,1689,1,0,3,1,Typ,Attchd,Y,MnPrv,missing,0,COD,Normal,127500,1.5,1.5,2.0,5.0,3.0,13.5,3.5,4.0,53,53.0,53,0,0.0,3,0,0,5.5
447,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,1517,GasA,Y,SBrkr,1888,0,1888,2,1,2,1,Mod,Attchd,Y,missing,missing,0,WD,Normal,190000,1.5,1.5,2.5,2.0,3.0,6.5,3.0,4.0,44,44.0,8,960,0.0,3,0,0,6.0
448,60,RL,AllPub,Gilbert,1Fam,CompShg,PConc,930,GasA,Y,SBrkr,956,0,1886,2,1,4,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,199900,1.5,1.5,2.0,5.0,2.5,12.5,3.0,4.0,8,8.0,7,0,0.0,5,89,0,6.0
449,50,RM,AllPub,IDOTRR,1Fam,CompShg,BrkTil,780,GasA,Y,SBrkr,780,0,1376,2,0,3,1,Typ,Detchd,N,missing,missing,0,WD,Normal,119500,1.5,0.0,2.0,5.0,3.0,8.0,3.5,4.0,69,69.0,56,0,0.0,3,0,0,6.0
450,50,RM,AllPub,OldTown,1Fam,CompShg,CBlock,649,GasA,Y,SBrkr,679,0,1183,1,1,2,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,120000,1.5,1.5,2.0,2.5,3.0,8.0,2.5,4.0,59,26.0,5,331,0.0,3,176,0,5.0
451,30,RM,AllPub,OldTown,1Fam,CompShg,BrkTil,813,GasA,Y,FuseA,813,0,813,1,0,2,1,Typ,Detchd,N,missing,missing,0,WD,Normal,110000,1.5,1.5,2.0,5.0,3.0,13.5,3.5,1.0,76,74.0,1,0,0.0,2,113,0,7.0
452,20,RL,AllPub,ClearCr,1Fam,WdShngl,CBlock,1533,GasA,Y,SBrkr,1533,0,1533,2,0,2,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,280000,1.5,1.5,2.0,2.5,2.5,9.5,3.5,4.0,31,31.0,31,655,1.0,2,254,0,6.0
453,60,RL,AllPub,Timber,1Fam,CompShg,PConc,872,GasA,Y,SBrkr,888,0,1756,2,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,204000,1.5,1.5,2.0,2.5,1.5,12.5,3.0,4.0,11,11.0,10,742,1.0,3,266,0,5.5
454,60,FV,AllPub,Somerst,1Fam,CompShg,PConc,768,GasA,Y,SBrkr,786,0,1590,2,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,210000,1.5,1.5,2.0,5.0,2.5,12.5,3.0,4.0,1,1.0,1,0,0.0,2,30,0,6.5
455,90,RL,AllPub,Mitchel,Duplex,CompShg,CBlock,1728,GasA,Y,SBrkr,1728,0,1728,2,0,4,2,Typ,Detchd,Y,missing,missing,0,WD,Family,188000,1.5,1.5,2.0,2.5,3.0,9.5,3.5,4.0,30,30.0,30,1606,2.0,2,0,0,5.0
456,20,RL,AllPub,NWAmes,1Fam,CompShg,CBlock,1242,GasA,Y,SBrkr,1242,0,1242,1,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,175500,1.5,1.5,2.0,2.5,3.0,6.0,3.5,4.0,34,34.0,34,916,0.0,2,0,0,6.5
457,70,RM,AllPub,OldTown,1Fam,CompShg,BrkTil,624,GasA,N,SBrkr,624,0,1344,1,0,4,1,Typ,Detchd,Y,missing,missing,0,COD,Abnorml,98000,0.5,1.5,2.0,5.0,3.0,0.0,3.5,1.0,92,92.0,58,0,0.0,2,0,96,5.0
458,20,RL,AllPub,ClearCr,1Fam,Tar&Grv,CBlock,1364,GasA,Y,SBrkr,1663,0,1663,1,0,2,1,Min1,Attchd,Y,missing,missing,0,WD,Normal,256000,1.5,1.5,2.0,3.0,2.5,9.5,3.5,4.0,54,54.0,14,1116,1.0,3,361,0,5.0
459,70,RM,AllPub,OldTown,1Fam,CompShg,PConc,588,GasA,Y,SBrkr,833,0,1666,1,0,3,1,Typ,Detchd,Y,MnPrv,missing,0,WD,Normal,161000,0.5,1.5,2.0,5.0,3.0,13.0,2.5,4.0,83,83.0,12,0,0.0,3,255,0,7.5
460,50,RL,AllPub,BrkSide,1Fam,CompShg,CBlock,709,GasA,Y,SBrkr,979,0,1203,1,0,3,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,110000,1.5,0.0,2.0,4.0,3.0,8.0,3.5,4.0,59,59.0,59,185,1.0,1,0,248,4.5
461,60,FV,AllPub,Somerst,1Fam,CompShg,PConc,832,GasA,Y,SBrkr,832,0,1935,2,1,3,1,Typ,BuiltIn,Y,missing,missing,0,New,Partial,263435,1.5,1.5,4.0,3.5,2.5,12.5,3.0,4.0,0,0.0,0,544,1.0,4,150,0,6.5
462,70,RL,AllPub,SWISU,1Fam,CompShg,PConc,560,GasA,Y,SBrkr,575,0,1135,1,0,3,1,Typ,Detchd,Y,MnPrv,missing,0,WD,Normal,155000,1.5,1.5,1.5,0.5,1.5,13.5,2.0,4.0,73,38.0,2,560,1.0,2,256,0,8.0
463,20,RL,AllPub,Sawyer,1Fam,CompShg,CBlock,864,GasA,Y,SBrkr,864,0,864,1,0,3,1,Typ,Detchd,Y,GdWo,missing,0,WD,Normal,62383,1.5,1.5,2.0,2.5,3.0,8.0,3.5,4.0,44,44.0,44,864,0.0,1,0,236,5.0
464,70,RL,AllPub,Crawfor,1Fam,CompShg,CBlock,715,GasA,Y,FuseA,849,0,1660,1,1,3,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,188700,1.5,1.0,2.0,4.0,3.0,11.5,3.5,4.0,74,69.0,13,326,0.0,2,0,0,6.5
465,20,RL,AllPub,CollgCr,1Fam,CompShg,CBlock,1040,GasA,Y,SBrkr,1040,0,1040,2,0,3,1,Typ,missing,Y,missing,missing,0,WD,Normal,124000,1.5,1.0,2.0,4.5,2.5,6.0,3.5,5.0,31,29.0,31,616,0.0,1,0,0,5.0
466,120,RM,AllPub,Blmngtn,TwnhsE,CompShg,PConc,1375,GasA,Y,SBrkr,1414,0,1414,2,0,2,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,178740,1.5,1.5,2.0,5.0,2.5,12.5,3.0,4.0,2,2.0,2,0,0.0,3,164,0,6.0
467,20,RL,AllPub,NAmes,1Fam,Tar&Grv,CBlock,1277,GasA,Y,SBrkr,1277,0,1277,1,0,2,1,Typ,Attchd,Y,GdWo,missing,0,WD,Normal,167000,1.5,1.5,2.0,3.5,2.0,9.5,2.5,4.0,37,37.0,37,778,1.0,2,0,176,6.0
468,70,RL,AllPub,NAmes,1Fam,CompShg,CBlock,728,GasA,Y,SBrkr,888,0,1644,1,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,146500,1.5,1.5,1.0,4.0,3.0,8.0,3.5,4.0,65,65.0,12,386,0.0,3,168,0,6.0
469,20,RL,AllPub,NridgHt,1Fam,CompShg,PConc,1626,GasA,Y,SBrkr,1634,0,1634,2,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,250000,1.5,1.5,2.0,5.0,2.5,12.5,3.0,4.0,1,1.0,1,0,0.0,3,44,0,6.5
470,60,RL,AllPub,SawyerW,1Fam,CompShg,PConc,832,GasA,Y,SBrkr,832,0,1710,2,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,187000,1.5,1.5,4.5,3.5,2.5,6.0,3.0,4.0,15,15.0,15,426,0.0,3,214,0,5.5
471,120,RL,AllPub,StoneBr,TwnhsE,CompShg,PConc,1488,GasA,Y,SBrkr,1502,0,1502,1,1,1,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,212000,1.5,1.5,2.0,1.5,2.5,6.0,3.0,4.0,25,25.0,25,1488,1.0,2,54,140,6.5
472,60,RL,AllPub,NWAmes,1Fam,WdShake,CBlock,808,GasA,Y,SBrkr,1161,0,1969,2,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,190000,1.5,1.5,2.5,5.0,2.5,12.0,3.5,4.0,30,30.0,30,0,0.0,4,0,276,6.5
473,180,RM,AllPub,Edwards,TwnhsE,CompShg,PConc,547,GasA,Y,SBrkr,1072,0,1072,1,0,2,1,Typ,Basment,Y,missing,missing,0,WD,Normal,148000,1.5,1.5,2.0,3.5,2.5,12.5,3.5,4.0,3,3.0,3,459,1.0,2,28,0,5.5
474,20,RL,AllPub,NridgHt,1Fam,CompShg,PConc,1976,GasA,Y,SBrkr,1976,0,1976,2,0,2,1,Typ,Attchd,Y,missing,missing,0,New,Partial,440000,1.5,1.5,2.0,3.5,1.5,12.5,3.0,4.0,1,1.0,0,1350,1.0,4,313,0,6.5
475,120,RL,AllPub,StoneBr,TwnhsE,CompShg,PConc,1494,GasA,Y,SBrkr,1652,0,1652,2,0,2,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,251000,1.5,1.5,2.0,3.5,2.5,5.0,3.0,4.0,7,7.0,7,1196,1.0,3,144,0,6.5
476,20,RL,AllPub,Sawyer,1Fam,CompShg,CBlock,970,GasA,Y,SBrkr,970,0,970,1,0,2,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,132500,1.5,1.5,2.0,3.5,3.0,6.0,3.5,4.0,44,11.0,44,630,1.0,2,24,192,5.5
477,20,RL,AllPub,CollgCr,1Fam,CompShg,PConc,1478,GasA,Y,SBrkr,1493,0,1493,2,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,208900,1.5,2.0,2.0,3.5,2.5,12.5,3.5,4.0,11,11.0,10,994,1.0,3,179,0,5.5
478,60,RL,AllPub,NridgHt,1Fam,CompShg,PConc,2153,GasA,Y,SBrkr,2069,0,2643,2,1,3,1,Typ,BuiltIn,Y,missing,missing,0,WD,Normal,380000,1.5,1.5,2.0,5.0,2.5,12.5,2.0,4.0,1,1.0,1,0,0.0,5,498,0,7.0
479,20,RL,AllPub,CollgCr,1Fam,CompShg,PConc,1705,GasA,Y,SBrkr,1718,0,1718,2,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,297000,1.5,1.5,2.0,3.5,1.5,12.5,3.0,4.0,2,2.0,1,1288,1.0,3,252,0,6.5
480,30,RM,AllPub,OldTown,1Fam,CompShg,BrkTil,907,GasA,Y,SBrkr,1131,0,1131,1,0,2,1,Typ,Detchd,Y,MnPrv,missing,0,WD,Alloca,89471,1.5,0.0,2.0,4.5,2.0,11.5,3.5,4.0,70,12.0,7,168,0.0,4,72,0,5.5
481,20,RL,AllPub,NridgHt,1Fam,CompShg,PConc,1833,GasA,Y,SBrkr,1850,0,1850,2,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,326000,1.5,1.5,2.0,3.5,1.5,12.5,3.0,4.0,2,2.0,1,1261,1.0,4,631,0,7.0
482,20,RL,AllPub,NridgHt,1Fam,CompShg,PConc,1792,GasA,Y,SBrkr,1792,0,1792,2,0,2,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,374000,1.5,0.5,2.0,3.5,1.5,12.5,3.0,4.0,3,3.0,2,1567,1.0,3,255,0,7.0
483,70,RM,AllPub,OldTown,1Fam,CompShg,PConc,910,GasA,Y,SBrkr,916,0,1826,1,1,4,1,Min2,Attchd,Y,missing,missing,0,WD,Normal,155000,1.0,1.5,2.0,2.5,3.0,11.5,3.0,1.0,94,94.0,4,299,1.0,2,0,0,7.5
484,120,RM,AllPub,Mitchel,Twnhs,CompShg,PConc,1216,GasA,Y,SBrkr,1216,0,1216,2,0,2,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,164000,1.5,1.5,2.0,3.5,1.5,12.5,3.5,4.0,8,8.0,8,897,1.0,2,125,0,5.5
485,20,RL,AllPub,Sawyer,1Fam,CompShg,CBlock,999,GasA,Y,SBrkr,999,0,999,1,0,3,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,132500,1.5,1.5,2.0,2.5,3.0,8.0,2.5,4.0,45,44.0,6,588,1.0,2,132,0,6.0
486,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,1113,GasA,Y,SBrkr,1113,0,1113,1,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,147000,1.5,1.5,2.0,2.5,3.0,8.0,3.0,4.0,59,59.0,2,607,0.0,1,80,120,6.0
487,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,1073,GasA,Y,SBrkr,1073,0,1073,1,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,156000,1.5,1.5,2.0,2.5,3.0,8.0,3.5,4.0,42,42.0,42,836,1.0,2,0,0,6.0
488,20,RL,AllPub,NWAmes,1Fam,CompShg,CBlock,1484,GasA,Y,SBrkr,1484,0,1484,2,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,175000,1.5,1.5,2.0,2.5,2.5,9.5,3.5,4.0,36,36.0,36,998,0.0,3,224,180,5.5
489,190,RL,AllPub,OldTown,2fmCon,CompShg,CBlock,954,GasA,N,FuseA,1766,0,2414,2,0,3,2,Mod,Attchd,N,missing,missing,0,ConLD,Normal,160000,1.5,1.5,2.0,3.0,1.5,13.5,2.0,2.5,106,36.0,36,664,0.0,5,142,0,4.5
490,180,RM,AllPub,MeadowV,Twnhs,CompShg,CBlock,630,GasA,Y,SBrkr,630,0,630,1,0,1,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,86000,1.5,1.5,2.0,3.5,2.5,5.0,2.5,4.0,39,39.0,7,515,1.0,1,0,0,6.0
491,160,RM,AllPub,MeadowV,TwnhsE,CompShg,PConc,264,GasA,Y,SBrkr,616,0,1304,1,1,3,1,Typ,BuiltIn,Y,missing,missing,0,WD,Normal,115000,1.5,1.5,2.0,5.0,2.5,5.0,3.5,4.0,32,32.0,32,0,0.0,0,165,0,5.5
492,50,RL,AllPub,NAmes,1Fam,CompShg,CBlock,806,GasA,Y,FuseA,958,0,1578,1,0,3,1,Typ,Attchd,Y,MnPrv,missing,0,WD,Normal,133000,1.5,1.5,1.0,2.5,3.0,13.5,3.5,4.0,65,65.0,56,568,1.0,1,0,32,6.5
493,60,RL,AllPub,Gilbert,1Fam,CompShg,PConc,728,GasA,Y,SBrkr,728,0,1456,2,1,3,1,Typ,Attchd,Y,missing,missing,0,New,Partial,172785,1.5,1.5,2.0,5.0,2.5,12.5,3.0,4.0,0,0.0,0,0,0.0,4,0,0,5.5
494,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,1269,GasA,Y,FuseA,1269,0,1269,1,1,3,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,155000,1.5,1.5,2.0,2.0,3.0,8.5,3.5,4.0,48,44.0,48,906,0.0,2,0,0,5.5
495,30,RM,AllPub,OldTown,1Fam,CompShg,BrkTil,190,GasA,Y,FuseA,886,0,886,1,0,2,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,91300,1.5,1.5,1.0,5.0,2.0,8.0,3.5,4.0,71,71.0,13,0,0.0,1,164,80,6.5
496,30,C (all),AllPub,IDOTRR,1Fam,CompShg,CBlock,720,GasA,N,FuseA,720,0,720,1,0,2,1,Typ,missing,N,GdWo,missing,0,WD,Abnorml,34900,1.5,1.5,2.0,4.5,3.0,13.5,3.5,5.0,89,29.0,59,495,0.0,1,523,115,4.5
497,20,RL,AllPub,NoRidge,1Fam,CompShg,PConc,3200,GasA,Y,SBrkr,3228,0,3228,3,0,4,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,430000,1.5,1.5,2.0,3.5,2.5,3.0,3.0,4.0,15,15.0,14,1231,1.0,5,339,291,6.5
498,50,RL,AllPub,BrkSide,1Fam,CompShg,PConc,1026,GasA,Y,SBrkr,1133,0,1820,2,0,4,1,Typ,Detchd,N,GdPrv,missing,0,WD,Normal,184000,1.0,1.5,2.0,4.5,3.0,13.5,2.5,4.0,83,83.0,58,329,1.0,3,100,0,6.5
499,20,RL,AllPub,Sawyer,1Fam,CompShg,PConc,864,GasA,Y,SBrkr,899,0,899,1,0,3,1,Typ,Attchd,Y,MnPrv,missing,0,WD,Normal,130000,1.5,1.5,2.0,2.5,3.0,6.0,3.5,4.0,42,42.0,5,450,0.0,1,64,0,6.0
500,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,912,GasA,Y,SBrkr,912,0,912,1,0,2,1,Typ,Attchd,Y,MnWw,Shed,480,WD,Normal,120000,1.5,1.5,2.0,2.0,3.0,8.0,3.5,4.0,49,49.0,22,390,0.5,2,297,0,6.0
501,160,RM,AllPub,BrDale,Twnhs,CompShg,CBlock,672,GasA,Y,SBrkr,672,0,1218,1,1,3,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,113000,1.5,1.5,2.0,3.0,3.0,6.0,3.5,4.0,34,34.0,34,356,0.0,3,172,0,5.5
502,60,FV,AllPub,Somerst,1Fam,CompShg,PConc,866,GasA,Y,SBrkr,866,0,1768,2,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,226700,1.5,1.5,2.0,3.5,2.5,12.5,3.0,4.0,3,3.0,3,400,0.0,3,108,0,6.0
503,20,RL,AllPub,Edwards,1Fam,CompShg,CBlock,1214,GasA,Y,SBrkr,1214,0,1214,1,0,2,1,Typ,Detchd,Y,GdPrv,Shed,400,WD,Normal,140000,1.5,1.5,1.5,1.0,3.0,8.0,3.5,1.0,42,42.0,42,794,1.0,3,0,184,6.0
504,20,RL,AllPub,Crawfor,1Fam,CompShg,CBlock,1501,GasA,Y,SBrkr,1801,0,1801,2,0,1,1,Typ,Attchd,Y,GdWo,missing,0,WD,Normal,289000,1.5,1.5,2.0,2.5,3.0,8.5,3.5,4.0,51,51.0,13,1247,1.0,4,54,161,7.5
505,160,RL,AllPub,NPkVill,TwnhsE,CompShg,CBlock,855,GasA,Y,SBrkr,855,0,1322,2,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,147000,1.5,1.5,2.0,2.0,3.0,5.5,3.5,4.0,35,35.0,35,752,0.5,2,260,0,5.5
506,90,RM,AllPub,OldTown,Duplex,CompShg,CBlock,960,GasA,Y,SBrkr,960,0,1960,2,0,4,2,Typ,Detchd,N,missing,missing,0,COD,Normal,124500,0.5,1.5,1.0,5.0,3.0,13.5,3.5,4.0,57,57.0,57,0,0.0,4,0,0,5.0
507,60,RL,AllPub,SawyerW,1Fam,CompShg,PConc,777,GasA,Y,SBrkr,1065,0,1911,2,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,215000,1.5,1.5,2.0,3.5,2.5,12.5,3.0,4.0,13,13.0,12,380,0.0,4,263,0,6.5
508,20,FV,AllPub,Somerst,1Fam,CompShg,PConc,1218,GasA,Y,SBrkr,1218,0,1218,2,0,2,1,Typ,Attchd,Y,missing,missing,0,New,Partial,208300,1.5,1.5,2.0,3.5,2.5,12.5,3.0,4.0,0,0.0,0,27,0.0,1,102,0,5.5
509,70,RM,AllPub,OldTown,1Fam,CompShg,BrkTil,689,GasA,Y,SBrkr,689,0,1378,2,0,3,1,Typ,Detchd,N,missing,missing,0,WD,Normal,161000,1.5,1.5,2.0,4.5,3.0,8.0,1.5,4.0,80,80.0,3,141,0.0,3,0,116,8.0
510,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,1041,GasA,Y,SBrkr,1041,0,1041,1,0,3,1,Typ,Attchd,Y,MnPrv,missing,0,WD,Normal,124500,1.5,1.5,2.0,2.5,3.0,8.0,3.5,4.0,50,50.0,50,991,1.0,2,312,0,5.5
511,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,1008,GasA,Y,SBrkr,1363,0,1363,1,0,2,1,Min1,CarPort,Y,missing,Shed,2000,WD,Normal,164900,1.5,1.5,2.0,2.5,3.0,13.5,3.0,4.0,58,58.0,9,830,1.0,3,366,168,6.0
512,120,RL,AllPub,NridgHt,TwnhsE,CompShg,PConc,1368,GasA,Y,SBrkr,1368,0,1368,2,0,2,1,Typ,Attchd,Y,missing,missing,0,New,Partial,202665,1.5,1.5,2.0,5.0,2.5,12.5,3.0,4.0,1,1.0,0,0,0.0,3,167,0,6.0
513,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,864,GasA,Y,SBrkr,864,0,864,1,0,3,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,129900,1.5,1.5,1.5,2.0,3.0,12.5,3.5,4.0,48,42.0,48,695,1.0,1,0,0,5.0
514,20,RL,AllPub,Mitchel,1Fam,CompShg,PConc,1084,GasA,Y,SBrkr,1080,0,1080,1,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,134000,1.5,0.0,2.0,2.5,3.0,12.5,2.5,4.0,24,24.0,24,336,0.0,1,120,158,5.5
515,45,RL,AllPub,Crawfor,1Fam,CompShg,BrkTil,768,Grav,N,SBrkr,789,0,789,1,0,2,1,Typ,Detchd,Y,MnPrv,missing,0,WD,Normal,96500,1.5,1.5,2.0,5.0,3.0,13.5,3.5,3.0,81,81.0,57,0,0.0,2,0,112,5.0
516,20,RL,AllPub,NridgHt,1Fam,CompShg,CBlock,2006,GasA,Y,SBrkr,2020,0,2020,2,1,3,1,Typ,Attchd,Y,missing,missing,0,New,Partial,402861,1.5,1.5,2.0,3.5,1.5,5.0,2.0,4.0,0,0.0,0,1436,1.0,5,210,0,7.5
517,80,RL,AllPub,NWAmes,1Fam,CompShg,CBlock,689,GasA,Y,SBrkr,1378,0,2119,2,1,3,1,Typ,Attchd,Y,GdPrv,missing,0,COD,Abnorml,158000,1.5,1.5,2.0,5.0,3.0,6.0,3.5,4.0,37,37.0,37,0,0.0,3,104,0,6.0
518,60,RL,AllPub,NoRidge,1Fam,CompShg,PConc,1264,GasA,Y,SBrkr,1277,0,2344,2,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,265000,1.5,1.5,2.0,5.0,2.5,12.5,3.0,4.0,13,13.0,12,0,0.0,3,220,0,6.0
519,60,RL,AllPub,CollgCr,1Fam,CompShg,PConc,794,GasA,Y,SBrkr,882,0,1796,2,1,3,1,Typ,Attchd,Y,MnPrv,missing,0,WD,Normal,211000,1.5,1.5,2.0,3.5,2.5,12.5,3.5,4.0,9,9.0,9,706,1.0,3,36,0,5.5
520,70,RL,AllPub,Crawfor,1Fam,CompShg,BrkTil,1276,GasA,Y,SBrkr,1276,0,2080,1,1,3,1,Typ,Detchd,Y,MnPrv,missing,0,WD,Normal,234000,1.5,1.5,2.0,5.0,2.5,8.0,3.0,4.0,83,83.0,5,0,0.0,5,0,145,8.0
521,190,RL,AllPub,OldTown,2fmCon,CompShg,BrkTil,0,GasA,N,FuseA,694,0,1294,2,0,3,2,Typ,missing,N,missing,missing,0,WD,Normal,106250,0.5,1.5,2.0,6.0,4.0,8.0,3.5,5.0,108,28.0,8,0,0.0,2,334,210,5.5
522,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,1244,GasA,Y,FuseA,1244,0,1244,1,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,150000,1.5,1.5,1.5,4.5,3.0,12.5,3.5,4.0,50,50.0,50,777,0.0,2,40,0,6.0
523,50,RM,AllPub,BrkSide,1Fam,CompShg,CBlock,1004,GasA,Y,SBrkr,1004,0,1664,2,0,3,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,159000,1.5,1.5,1.5,2.5,3.0,5.0,2.5,4.0,59,56.0,56,399,0.0,3,24,36,6.5
524,60,RL,AllPub,Edwards,1Fam,CompShg,PConc,3138,GasA,Y,SBrkr,3138,0,4676,3,1,3,1,Typ,BuiltIn,Y,missing,missing,0,New,Partial,184750,1.5,0.0,4.0,3.5,1.5,5.0,2.0,4.0,0,0.0,-1,2260,1.0,7,614,0,7.5
525,60,RL,AllPub,NoRidge,1Fam,CompShg,PConc,1379,GasA,Y,SBrkr,1383,0,2398,2,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,315750,1.5,1.5,2.0,3.5,2.5,12.5,3.0,4.0,11,11.0,10,719,1.0,4,299,0,6.0
526,20,FV,AllPub,Somerst,1Fam,CompShg,PConc,1257,GasA,Y,SBrkr,1266,0,1266,2,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,176000,1.0,1.5,2.0,5.0,2.5,12.5,3.0,4.0,1,1.0,1,0,0.0,2,182,0,6.0
527,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,928,GasA,Y,SBrkr,928,0,928,1,0,2,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,132000,1.5,1.5,2.0,4.5,2.5,13.5,3.5,4.0,51,51.0,7,377,0.0,1,261,156,6.0
528,60,RL,AllPub,NridgHt,1Fam,CompShg,PConc,1452,GasA,Y,SBrkr,1476,0,2713,2,1,3,1,Typ,Attchd,Y,missing,missing,0,New,Partial,446261,1.5,1.5,2.0,3.5,1.5,12.5,2.0,4.0,0,0.0,0,1330,1.0,7,192,0,7.0
529,30,RL,AllPub,Edwards,1Fam,CompShg,BrkTil,528,GasA,Y,SBrkr,605,0,605,1,0,2,1,Typ,missing,N,missing,missing,0,WD,Normal,86000,1.5,1.5,2.0,2.5,3.0,13.5,3.5,5.0,87,27.0,5,348,1.0,2,0,144,5.5
530,20,RL,AllPub,Crawfor,1Fam,CompShg,PConc,2035,GasA,Y,SBrkr,2515,0,2515,3,0,4,2,Maj1,Attchd,Y,missing,missing,0,WD,Alloca,200624,1.5,1.5,2.0,4.5,3.0,12.0,3.0,4.0,50,32.0,32,1219,1.0,3,0,200,4.5
531,80,RL,AllPub,Timber,1Fam,CompShg,CBlock,1461,GasA,Y,SBrkr,1509,0,1509,2,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Abnorml,175000,1.5,1.5,2.0,3.5,2.5,6.0,3.0,4.0,20,20.0,19,783,1.0,1,224,0,5.5
